X,Y,Boundary,Pressure,Velocity_X,Velocity_Y
-0.6000000000000001,-0.6000000000000001,True,0.0,0.0,0.0
-0.6000000000000001,-0.4000000000000001,True,0.0,0.0,0.0
-0.6000000000000001,-0.20000000000000007,True,0.0,0.0,0.0
-0.6000000000000001,0.0,True,0.0,0.0,0.0
-0.6000000000000001,0.19999999999999996,True,0.0,0.0,0.0
-0.6000000000000001,0.3999999999999999,True,0.0,0.0,0.0
-0.6000000000000001,0.6000000000000001,True,0.0,0.0,0.0
-0.6000000000000001,0.8,True,0.0,0.0,0.0
-0.6000000000000001,1.0,True,0.0,0.0,0.0
-0.6000000000000001,1.2,True,0.0,0.0,0.0
-0.6000000000000001,1.4,True,0.0,0.0,0.0
-0.6000000000000001,1.6,True,0.0,0.0,0.0
-0.6000000000000001,1.8000000000000003,True,0.0,0.0,0.0
-0.6000000000000001,2.0,True,0.0,0.0,0.0
-0.6000000000000001,2.2,True,0.0,0.0,0.0
-0.6000000000000001,2.4,True,0.0,0.0,0.0
-0.6000000000000001,2.6,True,0.0,0.0,0.0
-0.6000000000000001,2.8000000000000003,True,0.0,0.0,0.0
-0.6000000000000001,3.0,True,0.0,0.0,0.0
-0.6000000000000001,3.2,True,0.0,0.0,0.0
-0.6000000000000001,3.4,True,0.0,0.0,0.0
-0.6000000000000001,3.6,True,0.0,0.0,0.0
-0.6000000000000001,3.8000000000000003,True,0.0,0.0,0.0
-0.6000000000000001,4.0,True,0.0,0.0,0.0
-0.6000000000000001,4.200000000000001,True,0.0,0.0,0.0
-0.6000000000000001,4.4,True,0.0,0.0,0.0
-0.6000000000000001,4.6,True,0.0,0.0,0.0
-0.6000000000000001,4.800000000000001,True,0.0,0.0,0.0
-0.6000000000000001,5.0,True,0.0,0.0,0.0
-0.6000000000000001,5.200000000000001,True,0.0,0.0,0.0
-0.6000000000000001,5.4,True,0.0,0.0,0.0
-0.6000000000000001,5.6,True,0.0,0.0,0.0
-0.6000000000000001,5.800000000000001,True,0.0,0.0,0.0
-0.6000000000000001,6.0,True,0.0,0.0,0.0
-0.6000000000000001,6.200000000000001,True,0.0,0.0,0.0
-0.6000000000000001,6.4,True,0.0,0.0,0.0
-0.6000000000000001,6.6,True,0.0,0.0,0.0
-0.6000000000000001,6.800000000000001,True,0.0,0.0,0.0
-0.6000000000000001,7.0,True,0.0,0.0,0.0
-0.6000000000000001,7.200000000000001,True,0.0,0.0,0.0
-0.6000000000000001,7.4,True,0.0,0.0,0.0
-0.6000000000000001,7.600000000000001,True,0.0,0.0,0.0
-0.6000000000000001,7.800000000000001,True,0.0,0.0,0.0
-0.6000000000000001,8.0,True,0.0,0.0,0.0
-0.6000000000000001,8.200000000000001,True,0.0,0.0,0.0
-0.6000000000000001,8.4,True,0.0,0.0,0.0
-0.6000000000000001,8.600000000000001,True,0.0,0.0,0.0
-0.6000000000000001,8.8,True,0.0,0.0,0.0
-0.6000000000000001,9.000000000000002,True,0.0,0.0,0.0
-0.6000000000000001,9.200000000000001,True,0.0,0.0,0.0
-0.6000000000000001,9.4,True,0.0,0.0,0.0
-0.6000000000000001,9.600000000000001,True,0.0,0.0,0.0
-0.6000000000000001,9.8,True,0.0,0.0,0.0
-0.6000000000000001,10.000000000000002,True,0.0,0.0,0.0
-0.6000000000000001,10.200000000000001,True,0.0,0.0,0.0
-0.6000000000000001,10.4,True,0.0,0.0,0.0
-0.4000000000000001,-0.6000000000000001,True,0.0,0.0,0.0
-0.4000000000000001,-0.4000000000000001,True,0.0,0.0,0.0
-0.4000000000000001,-0.20000000000000007,True,0.0,0.0,0.0
-0.4000000000000001,0.0,True,0.0,0.0,0.0
-0.4000000000000001,0.19999999999999996,True,0.0,0.0,0.0
-0.4000000000000001,0.3999999999999999,True,0.0,0.0,0.0
-0.4000000000000001,0.6000000000000001,True,0.0,0.0,0.0
-0.4000000000000001,0.8,True,0.0,0.0,0.0
-0.4000000000000001,1.0,True,0.0,0.0,0.0
-0.4000000000000001,1.2,True,0.0,0.0,0.0
-0.4000000000000001,1.4,True,0.0,0.0,0.0
-0.4000000000000001,1.6,True,0.0,0.0,0.0
-0.4000000000000001,1.8000000000000003,True,0.0,0.0,0.0
-0.4000000000000001,2.0,True,0.0,0.0,0.0
-0.4000000000000001,2.2,True,0.0,0.0,0.0
-0.4000000000000001,2.4,True,0.0,0.0,0.0
-0.4000000000000001,2.6,True,0.0,0.0,0.0
-0.4000000000000001,2.8000000000000003,True,0.0,0.0,0.0
-0.4000000000000001,3.0,True,0.0,0.0,0.0
-0.4000000000000001,3.2,True,0.0,0.0,0.0
-0.4000000000000001,3.4,True,0.0,0.0,0.0
-0.4000000000000001,3.6,True,0.0,0.0,0.0
-0.4000000000000001,3.8000000000000003,True,0.0,0.0,0.0
-0.4000000000000001,4.0,True,0.0,0.0,0.0
-0.4000000000000001,4.200000000000001,True,0.0,0.0,0.0
-0.4000000000000001,4.4,True,0.0,0.0,0.0
-0.4000000000000001,4.6,True,0.0,0.0,0.0
-0.4000000000000001,4.800000000000001,True,0.0,0.0,0.0
-0.4000000000000001,5.0,True,0.0,0.0,0.0
-0.4000000000000001,5.200000000000001,True,0.0,0.0,0.0
-0.4000000000000001,5.4,True,0.0,0.0,0.0
-0.4000000000000001,5.6,True,0.0,0.0,0.0
-0.4000000000000001,5.800000000000001,True,0.0,0.0,0.0
-0.4000000000000001,6.0,True,0.0,0.0,0.0
-0.4000000000000001,6.200000000000001,True,0.0,0.0,0.0
-0.4000000000000001,6.4,True,0.0,0.0,0.0
-0.4000000000000001,6.6,True,0.0,0.0,0.0
-0.4000000000000001,6.800000000000001,True,0.0,0.0,0.0
-0.4000000000000001,7.0,True,0.0,0.0,0.0
-0.4000000000000001,7.200000000000001,True,0.0,0.0,0.0
-0.4000000000000001,7.4,True,0.0,0.0,0.0
-0.4000000000000001,7.600000000000001,True,0.0,0.0,0.0
-0.4000000000000001,7.800000000000001,True,0.0,0.0,0.0
-0.4000000000000001,8.0,True,0.0,0.0,0.0
-0.4000000000000001,8.200000000000001,True,0.0,0.0,0.0
-0.4000000000000001,8.4,True,0.0,0.0,0.0
-0.4000000000000001,8.600000000000001,True,0.0,0.0,0.0
-0.4000000000000001,8.8,True,0.0,0.0,0.0
-0.4000000000000001,9.000000000000002,True,0.0,0.0,0.0
-0.4000000000000001,9.200000000000001,True,0.0,0.0,0.0
-0.4000000000000001,9.4,True,0.0,0.0,0.0
-0.4000000000000001,9.600000000000001,True,0.0,0.0,0.0
-0.4000000000000001,9.8,True,0.0,0.0,0.0
-0.4000000000000001,10.000000000000002,True,0.0,0.0,0.0
-0.4000000000000001,10.200000000000001,True,0.0,0.0,0.0
-0.4000000000000001,10.4,True,0.0,0.0,0.0
-0.20000000000000007,-0.6000000000000001,True,0.0,0.0,0.0
-0.20000000000000007,-0.4000000000000001,True,0.0,0.0,0.0
-0.20000000000000007,-0.20000000000000007,True,0.0,0.0,0.0
-0.20000000000000007,0.0,True,-150.7559581683106,0.0,0.0
-0.20000000000000007,0.19999999999999996,True,-468.0952041333786,0.0,0.0
-0.20000000000000007,0.3999999999999999,True,-520.695672981126,0.0,0.0
-0.20000000000000007,0.6000000000000001,True,-520.3850245487196,0.0,0.0
-0.20000000000000007,0.8,True,-520.2902829931728,0.0,0.0
-0.20000000000000007,1.0,True,-520.2714095405371,0.0,0.0
-0.20000000000000007,1.2,True,-520.2696339391189,0.0,0.0
-0.20000000000000007,1.4,True,-520.2682789235271,0.0,0.0
-0.20000000000000007,1.6,True,-520.2665685595306,0.0,0.0
-0.20000000000000007,1.8000000000000003,True,-520.2866881790693,0.0,0.0
-0.20000000000000007,2.0,True,-520.4075290621851,0.0,0.0
-0.20000000000000007,2.2,True,-520.3469724563537,0.0,0.0
-0.20000000000000007,2.4,True,-520.273706467408,0.0,0.0
-0.20000000000000007,2.6,True,-520.2692063654536,0.0,0.0
-0.20000000000000007,2.8000000000000003,True,-520.2699977245778,0.0,0.0
-0.20000000000000007,3.0,True,-520.2700807107861,0.0,0.0
-0.20000000000000007,3.2,True,-520.2700746306973,0.0,0.0
-0.20000000000000007,3.4,True,-520.2700743872095,0.0,0.0
-0.20000000000000007,3.6,True,-520.2700527472435,0.0,0.0
-0.20000000000000007,3.8000000000000003,True,-520.2696777378867,0.0,0.0
-0.20000000000000007,4.0,True,-520.2681379512012,0.0,0.0
-0.20000000000000007,4.200000000000001,True,-520.2715264167284,0.0,0.0
-0.20000000000000007,4.4,True,-506.2707968925574,0.0,0.0
-0.20000000000000007,4.6,True,-454.34977163624376,0.0,0.0
-0.20000000000000007,4.800000000000001,True,-288.02706326263666,0.0,0.0
-0.20000000000000007,5.0,True,-39.81107021931837,0.0,0.0
